YT動画名,曲名,アーティスト,YT投稿日,YT再生数,Spotify URL
Justin Bieber - Baby ft. Ludacris,Baby,Justin Bieber,2010-02-19,3307802933,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA
Lady Gaga - Poker Face (Official Music Video),Poker Face,Lady Gaga,2009-12-20,1445253955,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg
Billy Joel - Piano Man (Official HD Video),Piano Man,Billy Joel,2009-12-09,269407547,https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ
Lady Gaga - Paparazzi (Official Music Video),Paparazzi,Lady Gaga,2009-11-26,330064407,https://open.spotify.com/track/02XnQdf7sipaKBBHixz3Zp
God knows... ''The Melancholy of Haruhi Suzumiya'' 【涼宮ハルヒの憂鬱】Kadokawa公認MAD【ﾍﾞｰｽ 演奏】,God knows...,平野綾,2009-11-08,126522192,https://open.spotify.com/track/4YnXlBbFnMJf6qiO2LQMlU
鏡音レンオリジナル曲　「右肩の蝶」,右肩の蝶,Meychan,2009-09-03,14183834,https://open.spotify.com/track/6BSgVY3a8zgiTSNsLLgXx1
Taylor Swift - Love Story,Love Story,Taylor Swift,2009-06-16,772341174,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb
Girls' Generation 소녀시대 'Gee' MV,Gee,Girls' Generation,2009-06-08,331971385,https://open.spotify.com/track/0t7kjpVLgOYITrSfFCoBEA
m-flo / come again,come again,m-flo,2009-04-22,48214893,https://open.spotify.com/track/477CB93mH986mrIheQD0RR
スキマスイッチ - 「全力少年」Music Video : SUKIMASWITCH / ZENRYOKU SHOUNEN Music Video,全力少年,Sukima Switch,2008-12-08,94610598,https://open.spotify.com/track/4oN69oM5Kv92q4GCEzLozn
Katy Perry - Hot N Cold (Official Music Video),Hot N Cold,Katy Perry,2008-10-14,1273090155,https://open.spotify.com/track/1y4eb6hmAvsqlDOl3fx9kk
Katy Perry - I Kissed A Girl (Official Music Video),I Kissed A Girl,Katy Perry,2008-06-10,303080189,https://open.spotify.com/track/005lwxGU1tms6HGELIcUv9
